timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1669372105669.6882,21.07082174346104,29.65069600624005,8.730964039012843,0.7434884584422886,0.7015993821126509,0.18049032052732977,0.03738521862528642
1853214455737.2563,24.319467148459097,30.18554938908007,9.059337382761298,0.6673003281454465,0.7386367189637956,0.16782481604644778,0.04188613475257177
1790164811719.752,21.99425345502747,28.91898348668038,8.717148823912657,0.713900093259365,0.7632612836593913,0.16814926947237435,0.04052030738962179
1632244517399.3535,19.355386670027407,25.22828142291063,7.73674790785403,0.6961150310825506,0.704807468291079,0.16141496191002364,0.03979800985520024
1714122333634.0625,22.371649737519984,31.298459027144006,9.531899364735331,0.689292065023202,0.767491969984452,0.15599216092528448,0.040703461450294486
1910944185672.7488,23.035757658702632,27.51428985035048,8.430915840756407,0.671763115395333,0.7372515631613491,0.15612335421715356,0.03800906912072387
1551011872637.627,23.54554617841158,30.766734382609005,9.250361609880537,0.7231721070810171,0.7240716287317085,0.16336659748629315,0.03982578383274091
1727333683927.1838,24.114389041043232,32.65210386515246,9.85507105891044,0.6912211383161002,0.7446914838778732,0.181649769702081,0.03869860682692669
1876920138775.4817,22.33657080697782,29.478342502072255,9.528421813131756,0.7153739670315534,0.7683679592441929,0.15840776720105582,0.041185270364962626
1688691239606.8496,22.195145915929515,31.487966786411558,9.060038354299165,0.708689319327835,0.6826427199758203,0.1799361315885614,0.040983821385259675
1705271155411.8794,23.293090815651098,30.146032298335093,8.615344302777178,0.6939587397387021,0.7579711429071039,0.17588770020693575,0.041361548090471205
1756830321105.8896,24.645712151173292,30.672208619357797,9.576018010903992,0.7633963255799997,0.7333106196498823,0.16873855323503656,0.03921265968343439
1896818533482.8008,24.136349152910302,33.83499889195481,8.971213040392612,0.7375966608525165,0.7323391219653059,0.16882032596653768,0.04087231267105559
1708800136436.0898,24.596533122253977,31.5689451909921,8.60721794059558,0.6512290336897154,0.7279160647117261,0.16416873726576847,0.041161214190755566
1726003674906.4797,23.63228599050575,32.30261717444956,9.406099915523473,0.7355806456166798,0.7239196761001478,0.16158178020628977,0.04279895766181347
