timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1791493115822.4958,22.871248651094337,30.622310509361395,9.097673266065764,0.6727161686380194,0.7192456587770016,0.1786553169336071,0.0384391179155352
1757867401270.2412,24.263724661886414,32.66477934113365,9.509887429699724,0.6783905828981046,0.7100858762374049,0.16969882447153148,0.04173640554110208
1799488067091.2163,22.135900993458655,29.38917163942969,8.489019447443884,0.6789832355952518,0.71158202960105,0.16510776759282528,0.04152630196410684
1845842360938.4644,21.065874352646578,26.65471167063765,8.086207290447497,0.715257708487954,0.690583061078715,0.16973108974372608,0.03849016325196769
1752789530974.267,22.213062340296265,29.68995080350529,8.462018162994177,0.6739821750722407,0.7310883042142584,0.16729307851141043,0.04039924635324902
1752790400512.7583,22.34420121719356,28.519396826934514,8.773149236355152,0.694038558251604,0.685374487079683,0.17326140556838635,0.03928549073770838
1848817568318.8174,22.794145396032434,29.151864766169975,9.013564456032034,0.7115760745885372,0.6863833077278736,0.1676750806141557,0.04016663678704066
1805829309483.4282,23.068881171769384,28.841056918711026,8.965367351747382,0.700606545418452,0.7188357962473158,0.1611932754579853,0.04126397233557024
1740327948298.0117,22.65997979858137,28.964467350464613,8.734919824990877,0.7084599377063808,0.7441405824648907,0.1698685141984819,0.04255612511958515
1793920918301.8145,22.823623108283385,28.37575973731562,7.964484555074577,0.6814902467363142,0.7034791892396162,0.16404092388177005,0.040901533246171136
1740648685033.4792,23.481841346592322,29.506685331523233,8.570758394748722,0.7175811699973517,0.7249307104735944,0.1730542906013797,0.040353921682132164
1740526248852.3074,23.164448094706337,28.976568906318835,8.811378224835769,0.6930121721173583,0.7328621457671934,0.165874407485418,0.040582019962980796
1778002560424.152,23.411490691593922,32.631834326271004,9.192077772097019,0.7011050781157877,0.7283772190474824,0.16948185393563203,0.041224025891343746
1663870230776.088,24.703987001985286,30.48573678519467,9.01293226542498,0.7140565538525603,0.7033712634406005,0.17394763070387237,0.042672519428793826
