timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1765184250428,22.36,28.641,8.499,0.694,0.557,0.264,0.045
1765184250750,21.808,27.721,8.262,0.694,0.557,0.263,0.045
1765184250769,22.36,28.641,8.499,0.694,0.557,0.263,0.045
1765184251319,21.808,27.721,8.262,0.694,0.557,0.263,0.045
1765184251509,21.808,27.721,8.262,0.694,0.557,0.262,0.046
1765184251653,21.808,27.721,8.262,0.694,0.557,0.261,0.045
1765184251790,22.914,29.574,8.739,0.694,0.557,0.26,0.045
1765184252210,21.808,27.721,8.262,0.695,0.557,0.261,0.045
1765184252680,22.36,28.641,8.499,0.697,0.557,0.261,0.045
1765184252940,24.033,31.476,9.224,0.707,0.557,0.265,0.046
1765184252940,24.597,32.446,9.47,0.717,0.557,0.269,0.047
1765184253518,22.36,28.641,8.499,0.726,0.557,0.272,0.048
1765184253814,27.465,37.479,10.73,0.741,0.557,0.277,0.048
1765184253849,29.222,40.645,11.512,0.751,0.557,0.282,0.049
1765184254252,29.814,41.725,11.776,0.761,0.557,0.287,0.05
1765184254518,31.006,43.921,12.312,0.772,0.557,0.294,0.051
1765184254986,31.607,45.037,12.582,0.779,0.557,0.299,0.051
1765184255151,33.427,48.458,13.407,0.787,0.557,0.307,0.053
1765184255310,34.04,49.623,13.685,0.791,0.557,0.311,0.053
1765184255548,34.04,49.623,13.685,0.795,0.557,0.317,0.053
1765184255774,34.656,50.799,13.966,0.799,0.557,0.323,0.054
1765184256162,35.274,51.988,14.249,0.803,0.557,0.328,0.055
1765184256341,35.896,53.189,14.534,0.805,0.557,0.333,0.056
1765184256851,35.896,53.189,14.534,0.808,0.557,0.338,0.056
1765184257100,37.147,55.628,15.11,0.811,0.557,0.345,0.057
1765184257595,36.52,54.402,14.821,0.813,0.557,0.349,0.057
1765184257824,37.147,55.628,15.11,0.816,0.557,0.356,0.058
1765184257833,37.778,56.865,15.4,0.818,0.558,0.364,0.059
1765184258056,37.778,56.865,15.4,0.819,0.557,0.368,0.059
1765184258308,37.778,56.865,15.4,0.821,0.557,0.373,0.059
1765184258641,37.778,56.865,15.4,0.822,0.557,0.377,0.06
1765184259028,37.778,56.865,15.4,0.822,0.557,0.381,0.06
1765184259545,38.411,58.115,15.693,0.823,0.557,0.385,0.06
1765184259790,38.411,58.115,15.693,0.824,0.557,0.391,0.061
1765184259845,39.047,59.376,15.988,0.825,0.558,0.398,0.062
1765184260128,38.411,58.115,15.693,0.827,0.558,0.402,0.062
1765184260371,38.411,58.115,15.693,0.826,0.558,0.405,0.062
1765184260701,38.411,58.115,15.693,0.827,0.557,0.408,0.063
1765184261081,38.411,58.115,15.693,0.828,0.557,0.412,0.063
1765184261283,38.411,58.115,15.693,0.828,0.558,0.416,0.064
1765184261766,38.411,58.115,15.693,0.829,0.557,0.419,0.063
1765184261904,39.047,59.376,15.988,0.829,0.558,0.423,0.064
1765184262121,38.411,58.115,15.693,0.829,0.557,0.426,0.064
1765184262514,38.411,58.115,15.693,0.83,0.558,0.429,0.064
1765184262741,38.411,58.115,15.693,0.829,0.558,0.432,0.065
1765184262904,38.411,58.115,15.693,0.83,0.557,0.435,0.064
1765184263094,38.411,58.115,15.693,0.831,0.558,0.438,0.065
1765184263398,38.411,58.115,15.693,0.83,0.558,0.44,0.065
1765184263890,37.778,56.865,15.4,0.83,0.558,0.442,0.065
1765184264141,39.047,59.376,15.988,0.83,0.558,0.447,0.065
1765184264565,38.411,58.115,15.693,0.831,0.558,0.449,0.065
1765184264851,38.411,58.115,15.693,0.831,0.558,0.453,0.065
1765184264851,38.411,58.115,15.693,0.832,0.558,0.455,0.065
1765184265400,37.778,56.865,15.4,0.832,0.558,0.457,0.066
1765184265626,37.778,56.865,15.4,0.832,0.558,0.46,0.066
1765184265777,38.411,58.115,15.693,0.832,0.558,0.462,0.066
1765184266406,37.778,56.865,15.4,0.832,0.558,0.464,0.066
1765184266669,39.047,59.376,15.988,0.832,0.558,0.468,0.066
1765184266911,38.411,58.115,15.693,0.832,0.558,0.47,0.066
1765184266911,37.778,56.865,15.4,0.832,0.558,0.471,0.066
1765184267119,38.411,58.115,15.693,0.832,0.558,0.474,0.067
1765184267531,37.778,56.865,15.4,0.832,0.558,0.475,0.066
1765184267881,38.411,58.115,15.693,0.832,0.558,0.477,0.066
1765184268071,37.778,56.865,15.4,0.832,0.558,0.479,0.066
