timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1791494055659.7812,21.17181502871302,27.33399418316282,8.393760819721617,0.6732373203581273,0.643448377556908,0.12044828421350051,0.03989789863310891
1740328859581.9282,21.60604479579913,26.44023144207858,7.914847618042746,0.6829215126036532,0.6108058320438524,0.10904903347783004,0.03834212359078806
1711555020152.6458,21.460426948729264,26.082594513891493,7.686903145681448,0.7078112959598645,0.6436109087185418,0.11523297230617334,0.038290302176543854
1736362036075.6006,21.330746427716957,25.88715227625727,8.11747183979782,0.666764989886354,0.643320722691525,0.11292411218780858,0.04116716547587546
1764475452805.7737,20.585391969511928,27.474646901846686,7.733008640650477,0.6822482855223967,0.6108452226880607,0.11041775813130042,0.04023623348304294
1804296227464.3264,21.369298689742966,26.719973678129723,7.954491219065143,0.6479268627159266,0.634984633262555,0.11341079624018874,0.041268546671462694
1783386757940.6245,20.13553298890965,27.073689904141474,7.934268336052947,0.6652110988537677,0.6598909870550664,0.11855694835261105,0.04111753614293944
1720748852227.581,22.152580338279005,28.925631478164885,8.74773474106239,0.6721960950936855,0.6453852197243555,0.11214995429045903,0.03856455205110319
1808218088473.8289,22.695306476292174,27.661114222590147,8.510735664071518,0.6924316203147289,0.6364395183778383,0.1172576567071693,0.04184564387975916
1763293016756.043,23.409562964320035,26.390036414212968,8.708560481540552,0.690799262900483,0.6421872971069436,0.11732208032563961,0.03761491730247893
1753557330438.5686,24.290474592934256,32.87154578856852,9.080584265199317,0.6800943987635034,0.6382458430727167,0.12124052349666534,0.041404363864881416
1737136385034.059,23.833422395701103,30.607881291856582,9.240952960449562,0.6891726386573103,0.6416302478701393,0.11858841064872423,0.039199876613797494
1780871469611.18,24.789635295894264,32.45097733642664,9.403353795408123,0.6788950643165876,0.6398226549254414,0.11975594630500783,0.04001319895885741
1756649212692.482,25.47003819435214,35.31954266916997,9.768896415552994,0.7195167293692816,0.6465527713975058,0.11591973421554654,0.040967387933197465
1768379744929.95,27.636746072944263,34.224350755280184,10.058174717251445,0.7182512671274579,0.6252808989486763,0.12825130086999587,0.041924877630204735
1807079867639.0046,25.032907415525724,35.8716516569606,9.548790458182596,0.7347113246517138,0.6916481710345204,0.12128548878075993,0.04128646486070051
1770467321303.5642,25.91162177047571,33.780846359022746,10.241021408075529,0.7028630251150454,0.657206636851548,0.12349699366756921,0.0439529173503221
1723712481753.8694,26.625241284104316,37.33753226616069,10.087237814490123,0.7359881963658685,0.6734108551432505,0.12277903988224804,0.042232638661750706
1778952490089.1238,28.109182955200914,36.08820972921001,10.304945016248173,0.7454931532748841,0.6547822915878502,0.13097692211634893,0.0424365247439662
1729179024291.7866,27.072324219445207,36.76845716520371,10.249536497427755,0.7761403279707418,0.6582255269701526,0.1263181772559936,0.042827257546878626
