timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1765187217963,46.236,74.06,19.363,0.898,0.682,0.811,0.544
1765187218286,46.906,75.468,19.682,0.899,0.682,0.81,0.546
1765187218567,46.906,75.468,19.682,0.898,0.682,0.811,0.545
1765187218709,46.906,75.468,19.682,0.899,0.682,0.812,0.545
1765187219185,46.906,75.468,19.682,0.898,0.682,0.812,0.544
1765187219414,47.58,76.889,20.002,0.9,0.682,0.813,0.546
1765187219419,49.619,81.225,20.976,0.903,0.682,0.815,0.554
1765187219986,50.992,84.178,21.636,0.905,0.682,0.817,0.557
1765187220010,52.377,87.18,22.303,0.906,0.683,0.82,0.569
1765187220268,54.476,91.777,23.319,0.908,0.682,0.822,0.573
1765187220820,55.182,93.334,23.661,0.91,0.683,0.823,0.581
1765187221026,56.602,96.487,24.352,0.911,0.682,0.826,0.586
1765187221048,57.316,98.082,24.701,0.911,0.682,0.829,0.588
1765187221667,57.316,98.082,24.701,0.913,0.682,0.831,0.596
1765187221864,58.033,99.69,25.051,0.914,0.683,0.834,0.598
1765187221994,58.033,99.69,25.051,0.914,0.682,0.836,0.604
1765187222589,58.753,101.31,25.404,0.915,0.683,0.838,0.604
1765187222889,58.753,101.31,25.404,0.916,0.682,0.841,0.608
1765187223079,59.476,102.943,25.758,0.917,0.683,0.844,0.612
1765187223225,58.753,101.31,25.404,0.917,0.683,0.845,0.616
1765187223455,59.476,102.943,25.758,0.917,0.683,0.847,0.617
1765187223750,59.476,102.943,25.758,0.917,0.682,0.848,0.618
1765187224053,58.753,101.31,25.404,0.917,0.682,0.85,0.621
1765187224315,59.476,102.943,25.758,0.918,0.682,0.852,0.621
1765187224712,59.476,102.943,25.758,0.918,0.683,0.853,0.623
1765187224917,60.202,104.589,26.115,0.918,0.683,0.855,0.622
1765187225055,58.753,101.31,25.404,0.918,0.683,0.857,0.624
1765187225546,59.476,102.943,25.758,0.919,0.683,0.858,0.626
1765187225735,59.476,102.943,25.758,0.919,0.682,0.86,0.628
1765187225882,59.476,102.943,25.758,0.918,0.683,0.861,0.63
1765187226383,60.202,104.589,26.115,0.919,0.683,0.862,0.632
1765187226590,62.396,109.603,27.197,0.919,0.683,0.863,0.631
1765187226619,59.476,102.943,25.758,0.919,0.683,0.865,0.633
1765187227171,60.202,104.589,26.115,0.919,0.683,0.866,0.634
1765187227518,60.202,104.589,26.115,0.919,0.683,0.868,0.634
1765187227786,59.476,102.943,25.758,0.919,0.683,0.869,0.637
1765187227949,60.202,104.589,26.115,0.919,0.683,0.869,0.637
1765187228128,59.476,102.943,25.758,0.92,0.684,0.871,0.636
1765187228634,60.202,104.589,26.115,0.919,0.683,0.872,0.638
1765187228844,60.202,104.589,26.115,0.919,0.683,0.873,0.637
1765187228965,59.476,102.943,25.758,0.919,0.683,0.874,0.641
1765187229424,60.202,104.589,26.115,0.92,0.684,0.876,0.641
1765187229569,60.202,104.589,26.115,0.919,0.683,0.876,0.64
1765187230049,59.476,102.943,25.758,0.919,0.683,0.877,0.64
1765187230191,60.202,104.589,26.115,0.919,0.684,0.878,0.64
1765187230652,58.753,101.31,25.404,0.92,0.683,0.879,0.641
1765187230895,59.476,102.943,25.758,0.919,0.684,0.879,0.64
1765187230915,58.753,101.31,25.404,0.919,0.684,0.881,0.641
1765187231470,59.476,102.943,25.758,0.919,0.684,0.881,0.644
1765187231674,59.476,102.943,25.758,0.919,0.684,0.882,0.647
1765187231813,58.753,101.31,25.404,0.919,0.684,0.884,0.646
1765187232304,58.753,101.31,25.404,0.919,0.685,0.884,0.647
1765187232523,59.476,102.943,25.758,0.919,0.685,0.884,0.65
1765187232709,58.753,101.31,25.404,0.919,0.684,0.886,0.65
1765187233152,59.476,102.943,25.758,0.919,0.684,0.886,0.65
1765187233355,59.476,102.943,25.758,0.919,0.684,0.887,0.65
1765187233357,58.753,101.31,25.404,0.919,0.684,0.889,0.652
1765187233937,59.476,102.943,25.758,0.919,0.684,0.889,0.649
1765187234051,59.476,102.943,25.758,0.919,0.684,0.89,0.651
1765187234552,59.476,102.943,25.758,0.919,0.684,0.89,0.653
1765187234709,59.476,102.943,25.758,0.919,0.685,0.892,0.653
1765187234852,58.753,101.31,25.404,0.919,0.685,0.892,0.653
1765187235054,59.476,102.943,25.758,0.92,0.685,0.893,0.656
1765187235342,59.476,102.943,25.758,0.919,0.685,0.894,0.654
1765187235700,55.89,94.904,24.006,0.919,0.685,0.894,0.655
1765187235872,59.476,102.943,25.758,0.919,0.685,0.896,0.657
1765187236388,59.476,102.943,25.758,0.919,0.685,0.896,0.658
1765187236625,59.476,102.943,25.758,0.921,0.685,0.897,0.659
1765187236769,58.753,101.31,25.404,0.919,0.685,0.897,0.66
1765187237210,59.476,102.943,25.758,0.92,0.685,0.898,0.658
1765187237410,59.476,102.943,25.758,0.919,0.685,0.899,0.658
1765187237645,58.753,101.31,25.404,0.919,0.685,0.9,0.658
1765187238041,60.202,104.589,26.115,0.919,0.685,0.9,0.661
1765187238330,58.753,101.31,25.404,0.919,0.685,0.9,0.661
1765187238765,58.753,101.31,25.404,0.919,0.685,0.9,0.661
1765187239085,59.476,102.943,25.758,0.919,0.685,0.901,0.662
1765187239254,58.753,101.31,25.404,0.919,0.686,0.902,0.665
1765187239408,58.753,101.31,25.404,0.919,0.685,0.903,0.668
1765187239828,58.753,101.31,25.404,0.919,0.685,0.903,0.669
1765187239931,58.753,101.31,25.404,0.919,0.686,0.904,0.669
1765187240480,58.033,99.69,25.051,0.918,0.686,0.905,0.668
1765187240734,58.753,101.31,25.404,0.919,0.686,0.906,0.668
1765187240832,58.033,99.69,25.051,0.919,0.686,0.907,0.668
1765187241349,58.033,99.69,25.051,0.919,0.686,0.908,0.67
1765187241535,58.753,101.31,25.404,0.919,0.686,0.908,0.672
1765187241666,58.033,99.69,25.051,0.919,0.686,0.909,0.673
1765187242223,58.033,99.69,25.051,0.919,0.686,0.91,0.672
1765187242580,58.753,101.31,25.404,0.919,0.687,0.91,0.674
1765187242751,58.753,101.31,25.404,0.919,0.686,0.911,0.674
1765187242802,58.753,101.31,25.404,0.919,0.686,0.911,0.674
1765187243353,58.753,101.31,25.404,0.919,0.687,0.912,0.678
1765187243567,58.753,101.31,25.404,0.919,0.687,0.912,0.676
1765187243617,58.033,99.69,25.051,0.919,0.687,0.913,0.676
1765187244176,58.753,101.31,25.404,0.919,0.687,0.913,0.675
1765187244482,58.753,101.31,25.404,0.919,0.686,0.913,0.676
1765187244804,58.753,101.31,25.404,0.919,0.687,0.914,0.675
1765187245033,58.753,101.31,25.404,0.919,0.687,0.914,0.677
1765187245033,58.753,101.31,25.404,0.92,0.688,0.913,0.678
1765187245665,58.033,99.69,25.051,0.919,0.687,0.914,0.676
1765187245802,58.753,101.31,25.404,0.92,0.687,0.914,0.676
1765187246166,58.033,99.69,25.051,0.92,0.687,0.916,0.678
1765187246265,58.753,101.31,25.404,0.919,0.687,0.916,0.678
1765187246878,58.033,99.69,25.051,0.919,0.687,0.916,0.677
1765187247255,59.476,102.943,25.758,0.919,0.688,0.916,0.675
1765187247421,58.033,99.69,25.051,0.919,0.687,0.916,0.68
